year,query,total_citations,avg_h_index,usage,captures,mentions,social_media,impact,first_year_citations,second_year_citations,max_h_index,flesch_reading_ease,flesch_kincaid_grade,gunning_fog_index,smog_index,automated_readability_index,coleman_liau_index,cohesion,syntax,vocabulary,phraseology,grammar,conventions
2022,"distributed, parallel and cluster computing",1,6,0,4,0,0,low,0,1,9,47.99,10.2,8.35,13.0,11.7,13.16,6.5,6.36,7.18,7.1,6.68,5.98
2022,"distributed, parallel and cluster computing",2,18,0,5,0,0,low,0,2,20,47.79,10.3,8.12,12.6,12.4,13.68,5.891892,5.743243,6.6486487,6.5,6.1486487,5.5135136
2022,"distributed, parallel and cluster computing",8,31,0,19,0,0,low,0,5,46,54.32,9.9,8.04,12.1,10.4,10.26,6.0833335,5.9166665,6.7708335,6.6354165,6.2604165,5.59375
2022,"distributed, parallel and cluster computing",33,19,0,36,0,0,low,3,17,33,46.17,10.9,8.52,13.8,12.6,13.63,7.2,6.975,7.7125,7.6625,7.275,6.775
2022,"distributed, parallel and cluster computing",8,26,0,21,0,7,low,2,6,42,45.76,11.1,9.31,13.2,12.4,13.11,6.685185,6.537037,7.3703704,7.148148,6.759259,6.203704
2022,"distributed, parallel and cluster computing",2,8,0,1,0,0,low,0,2,8,40.08,13.3,11.83,14.9,14.4,12.83,6.7916665,6.625,7.5,7.3333335,6.9166665,6.25
2022,"distributed, parallel and cluster computing",0,3,0,1,0,0,low,0,0,4,40.89,13.0,11.46,14.4,14.0,12.24,6.45,6.2,7.1,6.95,6.5,6.1
2022,"distributed, parallel and cluster computing",0,53,0,4,0,0,low,0,0,68,53.31,10.3,9.34,13.1,12.3,12.41,6.5,6.3157897,7.131579,7.0789475,6.5526314,5.894737
2022,"distributed, parallel and cluster computing",2,9,0,1,0,0,low,0,1,10,56.45,9.1,8.15,12.6,9.2,9.56,5.9375,5.875,6.5625,6.4375,6.21875,5.75
2018,software engineering,1123,39,3,1871,0,0,high,23,108,71,28.74,13.5,10.29,14.6,15.5,16.7,6.428571,6.285714,7.2619047,6.952381,6.452381,5.952381
2022,"distributed, parallel and cluster computing",16,18,0,34,1,0,low,0,11,23,37.81,12.1,8.74,14.1,13.9,15.08,7.1060605,6.8333335,7.7045455,7.5454545,7.0757575,6.507576
2022,"distributed, parallel and cluster computing",2,97,0,7,1,0,low,0,2,97,50.97,11.2,10.02,14.1,11.2,8.76,4.4787235,4.425532,5.2659574,5.106383,5.0319147,4.6595745
2022,"distributed, parallel and cluster computing",13,2,0,55,1,0,low,0,11,2,34.56,13.3,11.37,15.5,15.6,15.66,6.388889,6.185185,7.111111,6.9074073,6.4814816,5.8703704
2022,"distributed, parallel and cluster computing",7,24,0,12,0,0,low,0,5,42,35.78,12.9,10.86,15.1,14.5,14.97,6.90625,6.71875,7.5,7.40625,6.90625,6.34375
2019,information retrieval,1388,51,0,1710,0,0,high,13,150,86,46.27,10.9,9.19,12.5,12.3,12.93,6.3235292,6.1764708,7.029412,6.8235292,6.4411764,5.7941175
2022,"distributed, parallel and cluster computing",5,17,0,3,0,0,low,0,2,17,45.86,11.1,8.69,13.3,11.7,12.35,6.9444447,6.759259,7.5740743,7.3703704,7.037037,6.537037
2022,"distributed, parallel and cluster computing",0,24,0,5,1,0,low,0,0,24,45.05,11.4,9.29,13.7,12.0,12.24,6.571429,6.464286,7.285714,7.178571,6.75,6.107143
2022,"distributed, parallel and cluster computing",4,25,0,21,1,0,low,0,1,32,33.85,13.6,10.62,15.6,15.1,14.68,6.9565215,6.7934785,7.630435,7.5,7.0652175,6.5108695
2017,software engineering,1327,62,0,956,2,15,high,2,55,62,48.09,10.2,8.72,13.1,12.0,13.45,6.5555553,6.361111,7.3055553,7.138889,6.7222223,6.0833335
2022,"distributed, parallel and cluster computing",0,28,0,2,0,0,low,0,0,28,60.14,9.7,9.27,12.5,10.6,9.52,6.06383,6.06383,6.7021275,6.62766,6.4042554,5.8297873
2019,software engineering,2537,104,0,527,0,0,high,1,235,138,48.23,12.2,11.08,13.7,13.1,10.74,6.6,6.4,7.233333,7.15,6.6666665,5.9333334
2022,"distributed, parallel and cluster computing",1,7,0,11,0,0,low,0,0,7,42.72,12.3,9.89,13.3,13.7,12.94,6.267857,6.089286,6.946429,6.767857,6.339286,5.839286
2022,"distributed, parallel and cluster computing",0,54,0,2,0,0,low,0,0,70,43.93,11.8,9.66,13.7,11.8,11.55,6.5,6.25,7.1136365,7.0227275,6.6363635,5.9772725
2022,"distributed, parallel and cluster computing",3,25,0,2,0,0,low,0,2,25,48.84,12.0,11.1,13.9,14.0,12.36,6.6875,6.5625,7.34375,7.28125,6.90625,6.28125
2022,"distributed, parallel and cluster computing",9,20,0,3,1,0,low,0,8,33,41.8,12.6,11.01,14.2,13.3,12.18,6.785714,6.595238,7.3809524,7.1666665,6.785714,6.357143
2022,"distributed, parallel and cluster computing",2,22,0,5,0,0,low,0,2,56,43.93,11.8,9.95,14.4,13.2,13.17,6.0833335,5.9583335,6.6666665,6.5833335,6.3333335,5.7083335
2022,"distributed, parallel and cluster computing",0,21,0,1,0,0,low,0,0,34,58.28,8.4,6.94,11.3,8.8,9.67,5.904762,5.845238,6.6666665,6.5238094,6.035714,5.4761906
2022,"distributed, parallel and cluster computing",0,16,0,2,0,0,low,0,0,45,44.81,9.4,8.89,11.0,11.4,14.42,4.5,4.625,5.5,5.125,5.125,4.625
2022,"distributed, parallel and cluster computing",3,23,0,6,0,0,low,0,2,23,54.83,9.7,8.69,12.0,11.3,11.71,6.230769,6.1153846,6.923077,6.8076925,6.576923,6.0384617
2022,"distributed, parallel and cluster computing",9,61,0,15,1,0,low,0,4,61,23.36,15.6,10.94,16.7,17.7,17.06,7.4150944,7.1415095,8.056603,7.9150944,7.3679247,6.8867927
2022,"distributed, parallel and cluster computing",23,10,0,11,0,0,low,0,21,17,46.17,10.9,9.64,14.0,12.3,13.05,6.1875,6.0625,6.875,6.6875,6.15625,5.6875
2022,"distributed, parallel and cluster computing",0,12,0,1,1,0,low,0,0,12,41.29,12.8,10.64,15.0,14.0,12.53,6.866667,6.6833334,7.4666667,7.3,6.9666667,6.4166665
2022,"distributed, parallel and cluster computing",3,14,0,25,0,0,low,0,1,14,50.26,11.4,10.49,13.6,12.6,11.37,6.8939395,6.6969695,7.590909,7.4848485,7.0151515,6.469697
2022,"distributed, parallel and cluster computing",0,31,0,8,0,0,low,0,0,78,40.89,13.0,11.14,15.0,15.0,13.23,6.3421054,6.1578946,7.0263157,6.894737,6.4473686,5.9210525
2022,"distributed, parallel and cluster computing",34,23,0,40,0,0,low,6,18,23,44.75,11.5,9.35,13.7,13.1,13.28,6.382353,6.117647,6.882353,6.6764708,6.2352943,6.0882354
2022,"distributed, parallel and cluster computing",30,12,0,219,1,0,low,0,18,12,34.76,13.3,10.72,14.5,14.4,14.27,7.3333335,7.185185,8.018518,7.9259257,7.462963,6.9074073
2022,"distributed, parallel and cluster computing",6,24,0,20,0,0,low,0,4,24,37.71,12.1,9.74,13.9,13.2,13.98,6.326087,6.0869565,7.0652175,6.826087,6.5,5.8913045
2022,"distributed, parallel and cluster computing",2,18,0,34,0,0,low,0,0,18,40.48,13.1,11.39,14.4,14.9,13.64,6.6585364,6.4268293,7.3414636,7.1707315,6.6829267,6.097561
2022,"distributed, parallel and cluster computing",0,18,0,2,1,0,low,0,0,30,43.43,12.0,8.99,13.6,13.0,12.59,6.9574466,6.691489,7.4468083,7.382979,6.9574466,6.3510637
2022,"distributed, parallel and cluster computing",1,6,0,5,0,0,low,0,1,6,54.02,10.0,9.3,12.5,11.4,11.71,6.576923,6.3846154,7.230769,7.0,6.6153846,6.076923
2022,"distributed, parallel and cluster computing",0,6,0,1,0,0,low,0,0,6,44.24,11.7,9.53,13.5,12.6,12.76,6.7352943,6.470588,7.2352943,7.147059,6.5882354,6.117647
2022,"distributed, parallel and cluster computing",4,17,0,8,0,0,low,0,3,24,41.8,12.6,9.93,13.6,13.5,12.18,6.681818,6.443182,7.193182,7.1022725,6.75,6.2727275
2022,"distributed, parallel and cluster computing",2,36,0,7,0,0,low,0,2,36,35.78,12.9,10.53,14.9,14.8,15.32,7.138889,6.8333335,7.8055553,7.638889,7.0833335,6.4722223
2022,"distributed, parallel and cluster computing",1,12,0,1,0,0,low,0,1,20,45.8,13.2,12.16,15.4,15.4,12.31,7.0,6.875,7.525,7.475,7.25,6.8
2022,"distributed, parallel and cluster computing",3,21,0,1,1,0,low,0,1,21,43.02,12.2,10.39,14.5,13.4,12.88,6.5263157,6.4473686,7.2894735,7.0789475,6.6578946,6.263158
2022,"distributed, parallel and cluster computing",4,10,0,11,0,0,low,0,4,16,48.74,12.0,11.19,14.1,14.5,12.77,6.111111,5.9444447,6.8055553,6.638889,6.2222223,5.6666665
2022,"distributed, parallel and cluster computing",5,14,0,5,1,0,low,0,5,14,46.81,12.8,11.52,15.4,14.5,11.03,5.631579,5.5789475,6.4342103,6.2763157,6.0263157,5.4736843
2022,"distributed, parallel and cluster computing",4,21,0,8,0,0,low,0,2,26,18.32,19.6,16.91,18.9,22.3,14.81,6.3333335,6.1666665,7.2,7.0666666,6.633333,5.9333334
2022,"distributed, parallel and cluster computing",12,2,0,18,0,0,low,0,8,2,39.47,13.5,11.9,16.2,16.1,14.39,6.38,6.16,7.06,6.98,6.44,5.86
2022,"distributed, parallel and cluster computing",0,9,0,1,1,0,low,0,0,12,47.08,10.6,8.87,13.4,12.3,13.51,6.7105265,6.5526314,7.394737,7.1578946,6.763158,6.263158
2022,"distributed, parallel and cluster computing",3,9,0,3,0,0,low,0,1,9,50.16,11.5,10.23,14.6,12.6,10.85,5.9473686,5.868421,6.631579,6.5,6.1842103,5.5789475
2022,"distributed, parallel and cluster computing",7,39,0,15,0,0,low,0,6,104,35.57,12.9,10.71,14.8,14.9,15.43,6.7222223,6.5185184,7.4444447,7.185185,6.685185,6.240741
2022,"distributed, parallel and cluster computing",1,20,0,6,1,0,low,0,0,20,52.39,10.6,10.35,13.0,14.1,14.04,5.6875,5.5625,6.4375,6.1875,6.0625,5.25
2022,"distributed, parallel and cluster computing",9,22,0,9,1,35,low,0,8,27,53.1,10.3,9.37,13.5,12.0,11.42,6.7115383,6.480769,7.3461537,7.173077,6.8076925,6.230769
2022,"distributed, parallel and cluster computing",1,18,0,11,0,0,low,0,0,51,53.92,10.0,9.25,12.3,11.1,11.25,6.285714,6.142857,6.928571,6.785714,6.4761906,5.7380953
2019,software engineering,1745,33,0,11,0,0,high,7,18,38,39.57,13.5,12.8,15.2,15.7,14.05,6.611111,6.3333335,7.388889,7.111111,6.888889,6.3333335
2022,"distributed, parallel and cluster computing",0,11,0,1,0,0,low,0,0,13,50.87,11.2,10.61,13.3,12.1,11.08,6.769231,6.6153846,7.5384617,7.3461537,6.923077,6.3461537
2022,"distributed, parallel and cluster computing",3,9,0,23,1,0,low,0,1,15,35.98,12.8,10.56,14.8,15.4,16.36,6.85,6.575,7.475,7.25,6.775,6.175
2022,"distributed, parallel and cluster computing",3,36,0,8,0,0,low,0,3,36,34.05,13.5,10.44,14.9,15.6,14.79,6.275862,6.051724,7.0,6.7413793,6.4310346,5.87931
2022,"distributed, parallel and cluster computing",0,3,0,0,1,0,low,0,0,3,55.64,9.4,8.78,11.4,9.9,10.5,6.2727275,6.181818,7.0,6.7272725,6.5,6.0
2019,information retrieval,1602,18,0,1135,0,0,high,2,94,27,53.71,10.1,9.53,12.7,12.3,12.47,6.785714,6.678571,7.5,7.285714,6.785714,6.25
2022,"distributed, parallel and cluster computing",1,13,0,4,0,0,low,0,1,13,35.57,12.9,9.98,14.4,13.6,13.69,6.5833335,6.4583335,7.2291665,7.0208335,6.7083335,6.125
2022,"distributed, parallel and cluster computing",7,13,0,52,1,0,low,0,4,21,36.89,12.4,9.42,13.9,14.3,14.79,5.6666665,5.486111,6.4722223,6.2083335,5.9027777,5.3194447
2022,"distributed, parallel and cluster computing",3,13,0,27,0,0,low,0,3,22,44.14,11.7,9.44,13.8,13.5,13.69,6.875,6.675,7.425,7.225,6.9,6.575
2022,"distributed, parallel and cluster computing",9,31,0,39,0,0,low,0,7,77,45.56,11.2,9.87,13.6,13.3,13.98,6.576923,6.4038463,7.2884617,7.076923,6.5961537,6.0576925
2022,"distributed, parallel and cluster computing",4,14,0,20,0,0,low,0,2,16,32.09,12.2,7.53,13.6,13.2,14.96,4.9356437,4.811881,5.856436,5.5346537,5.1930695,4.678218
2022,"distributed, parallel and cluster computing",12,23,0,29,1,0,low,0,7,35,40.58,13.1,10.56,15.1,13.7,11.43,6.590909,6.4242425,7.2727275,7.1060605,6.742424,6.1666665
2022,"distributed, parallel and cluster computing",21,26,0,97,0,0,low,0,12,26,24.27,15.2,11.81,16.5,17.8,17.4,7.2619047,6.952381,7.8809524,7.7619047,7.2380953,6.714286
2022,computational complexity,789,39,0,2554,2,0,high,72,449,67,35.78,12.9,9.71,14.5,15.6,16.19,6.754902,6.5686274,7.470588,7.3039217,6.8039217,6.1666665
2018,software engineering,872,8,0,716,1,0,high,3,49,9,30.6,14.9,13.37,15.5,16.4,14.45,7.0833335,6.875,7.7916665,7.625,7.1666665,6.625
2019,information retrieval,882,23,0,1118,0,0,high,17,135,47,58.58,8.2,7.53,11.0,10.0,11.76,5.5588236,5.470588,6.4117646,6.2352943,5.882353,5.2058825
2019,information retrieval,873,31,0,2798,11,63,high,0,36,40,28.43,13.6,9.95,14.7,15.5,15.83,6.114286,5.957143,6.9428573,6.714286,6.2714286,5.7
2018,information retrieval,850,24,0,693,0,0,high,6,71,36,53.0,10.4,9.84,12.7,12.3,12.24,6.642857,6.5,7.25,7.142857,6.785714,6.178571
2017,information retrieval,827,33,0,560,0,0,high,0,44,62,45.96,11.0,9.89,13.6,13.1,13.63,6.0277777,5.9444447,6.8055553,6.638889,6.2777777,5.638889
2018,software engineering,837,28,0,901,0,0,high,14,103,45,39.43,11.5,8.66,13.3,13.7,15.25,6.053571,5.946429,6.821429,6.625,6.25,5.660714
2018,information retrieval,810,59,0,616,0,0,high,3,48,112,46.06,11.0,8.87,13.1,12.2,12.76,6.0434785,5.9130435,6.869565,6.6086955,6.2173915,5.630435
2017,information retrieval,807,65,0,577,2,0,high,2,59,108,45.25,11.3,9.93,13.5,12.9,13.4,6.230769,6.1923075,7.1923075,7.0,6.5384617,5.8461537
2018,information retrieval,784,69,0,565,0,0,high,9,115,121,53.71,10.1,9.29,12.7,12.1,12.06,6.318182,6.090909,7.0,6.7727275,6.3863635,5.7954545
2018,information retrieval,781,38,0,901,0,0,high,0,19,65,35.98,12.8,10.48,14.3,13.9,14.45,7.0,6.8125,7.59375,7.46875,6.84375,6.40625
2022,software engineering,3,19,34,0,0,0,low,0,1,31,87.25,5.5,8.06,8.7,4.7,2.72,2.9411764,2.9411764,3.6764705,3.4411764,3.5,3.0882354
2021,software engineering,2459,20,0,752,2,13,high,103,608,36,40.48,13.1,11.42,15.0,14.0,12.02,5.83871,5.693548,6.645161,6.435484,6.0,5.419355
2022,information retrieval,0,30,0,2,0,0,low,0,0,32,29.89,15.1,12.9,15.6,17.4,15.44,6.125,5.9375,6.9375,6.625,6.375,6.0
2022,information retrieval,3,7,0,19,0,0,low,0,1,7,55.84,9.3,8.45,11.7,10.9,12.0,6.117647,5.9411764,6.8235292,6.5588236,6.2352943,5.8235292
2022,information retrieval,3,17,0,6,0,0,low,0,1,41,44.24,11.7,10.36,13.4,13.2,13.46,6.576923,6.3846154,7.3076925,7.0,6.6923075,6.1538463
2022,information retrieval,2,8,0,7,0,0,low,0,0,8,45.05,11.4,10.76,13.0,13.1,13.57,7.111111,6.7222223,7.5555553,7.388889,6.888889,6.5
2022,software engineering,6,22,0,24,1,0,low,0,4,22,58.82,10.2,10.87,12.5,12.5,11.2,7.0,6.8235292,7.647059,7.5882354,7.1764708,6.617647
2022,software engineering,1,13,0,9,0,0,low,0,1,22,48.5,10.0,8.63,13.1,11.4,12.81,6.535714,6.357143,7.25,7.071429,6.785714,6.035714
2017,software engineering,1101,18,0,970,2,0,high,15,99,35,54.02,10.0,8.96,12.1,11.6,11.83,6.68,6.48,7.26,7.18,6.68,6.0
2017,software engineering,929,24,0,848,1,50,high,6,47,45,53.61,10.2,8.95,12.7,11.6,11.19,6.478261,6.347826,7.195652,7.076087,6.728261,6.097826
2022,information retrieval,1,6,0,4,0,0,low,0,0,9,39.57,13.5,12.52,15.5,15.5,13.76,6.75,6.625,7.5416665,7.3333335,7.0416665,6.4166665
2022,information retrieval,4,6,0,19,0,0,low,0,3,8,55.64,9.4,8.65,11.9,11.1,11.6,6.4166665,6.2777777,7.0833335,6.9444447,6.611111,5.9722223
2022,information retrieval,3,42,0,3,0,0,low,1,1,62,44.75,11.5,9.67,14.0,12.9,12.76,6.675,6.525,7.325,7.175,6.8,6.225
2022,information retrieval,21,58,0,51,0,0,low,0,8,197,29.14,13.3,9.01,14.4,13.8,14.96,7.1904764,6.9880953,7.8095236,7.642857,7.2738094,6.6666665
2022,information retrieval,57,25,0,102,0,0,low,0,41,27,32.9,11.9,8.33,13.2,14.1,16.17,5.3965516,5.327586,6.293103,5.9827585,5.8103447,5.1896553
2022,information retrieval,10,41,0,37,0,0,low,0,5,69,27.22,14.1,11.21,15.5,15.3,15.95,7.0,6.6944447,7.6944447,7.5277777,7.0277777,6.388889
2021,software engineering,832,22,0,31,0,0,high,18,167,40,42.11,12.5,11.0,14.8,14.6,13.81,6.74,6.56,7.52,7.3,6.88,6.2
2018,software engineering,1099,28,0,1311,0,0,high,6,90,41,44.64,11.5,9.5,13.5,12.2,12.0,6.321429,6.25,7.107143,6.821429,6.392857,5.714286
2018,software engineering,1004,44,0,354,0,0,high,6,71,78,33.95,13.6,11.49,14.6,15.7,15.26,6.285714,6.071429,7.0,6.928571,6.214286,5.642857
2021,graphics,849,74,0,769,0,0,high,6,233,132,48.91,9.9,8.28,12.3,12.1,13.91,5.5,5.4117646,6.2941175,6.0588236,5.647059,5.147059
2022,information retrieval,42,23,0,73,0,0,low,2,24,62,29.99,15.1,12.02,17.1,18.3,16.54,6.765625,6.578125,7.5,7.359375,6.875,6.203125
2018,software engineering,927,20,0,1561,0,0,high,8,56,38,34.66,13.3,10.54,14.7,14.3,14.21,7.0652175,6.869565,7.7826085,7.630435,7.0869565,6.6086955
2019,software engineering,865,90,0,420,3,0,high,2,96,138,32.63,14.1,10.24,15.3,15.3,13.81,6.3031917,6.069149,6.989362,6.819149,6.425532,5.7765956
2022,information retrieval,2,13,0,4,0,0,low,0,0,19,43.22,12.1,10.73,13.9,13.9,13.63,6.5,6.2941175,7.2941175,7.0882354,6.617647,5.852941
2018,computer vision and pattern recognition,5265,63,0,1922,1,0,high,16,158,105,44.75,11.5,10.53,13.9,13.7,13.98,6.95,6.9,7.65,7.5,7.15,6.5
2019,software engineering,921,26,156,2665,1,302,high,63,137,26,37.3,12.3,9.51,14.3,13.3,13.8,6.9444447,6.611111,7.638889,7.4444447,6.9722223,6.4722223
2018,software engineering,859,45,0,2309,0,0,high,5,32,45,23.16,15.6,12.49,16.9,16.8,15.67,5.9565215,5.7608695,6.9130435,6.630435,5.9565215,5.195652
2022,software engineering,0,11,0,9,0,0,low,0,0,13,42.61,12.3,10.46,15.2,13.7,13.0,5.78125,5.5,6.375,6.03125,5.53125,5.46875
2022,information retrieval,12,26,0,53,0,0,low,1,7,39,44.14,11.7,9.95,14.3,14.3,14.62,6.321429,6.160714,7.071429,6.964286,6.464286,5.75
2022,information retrieval,1,23,0,2,0,0,low,0,0,50,41.6,12.7,10.52,14.5,14.5,13.11,6.714286,6.5595236,7.392857,7.2738094,6.9404764,6.1904764
2017,computer vision and pattern recognition,12088,54,0,10576,1,0,high,24,395,85,56.66,9.0,7.89,11.6,9.9,10.9,6.34375,6.25,7.0,6.96875,6.625,6.03125
2022,information retrieval,28,19,0,32,0,0,low,5,18,47,47.79,10.3,8.22,12.8,11.4,12.23,5.586207,5.4827585,6.413793,6.1034484,5.775862,5.224138
2022,information retrieval,22,35,0,16,0,73,low,0,14,67,45.72,9.0,8.52,10.7,12.8,15.98,3.5,3.375,4.375,3.875,3.75,3.625
2022,information retrieval,0,14,0,2,0,0,low,0,0,25,41.19,12.9,10.17,15.5,14.1,12.53,6.6375,6.5125,7.2875,7.1625,6.775,6.175
2022,information retrieval,20,37,0,17,0,0,low,1,13,85,36.28,12.7,8.97,14.6,14.3,14.56,6.804878,6.6463413,7.402439,7.280488,6.8536587,6.304878
2022,information retrieval,26,22,0,66,0,10,low,0,21,56,39.13,11.6,7.75,13.7,14.0,15.77,6.008772,5.7807016,6.736842,6.482456,6.1929827,5.6666665
2022,information retrieval,0,17,0,2,0,0,low,0,0,23,37.2,12.3,9.16,14.3,14.7,15.43,6.2058825,5.9558825,6.882353,6.7352943,6.2941175,5.529412
2020,software engineering,859,53,0,341,0,0,high,2,70,162,53.51,10.2,9.75,12.7,11.4,11.42,6.9615383,6.769231,7.6153846,7.576923,7.1538463,6.4615383
2022,software engineering,3,11,0,6,0,0,low,0,2,18,52.49,10.6,10.08,13.4,13.2,12.94,6.75,6.625,7.375,7.25,6.9375,6.3125
2017,computer vision and pattern recognition,13908,51,0,3029,2,0,high,0,162,83,52.9,10.4,9.73,12.7,12.1,12.01,6.625,6.46875,7.28125,7.1875,6.71875,6.0
2022,software engineering,1,20,0,0,0,0,low,0,0,28,37.1,12.4,11.38,14.3,14.5,15.6,6.928571,6.642857,7.642857,7.5,7.214286,6.428571
2022,software engineering,11,37,0,22,0,0,low,2,8,37,29.28,15.4,13.9,16.7,16.8,14.39,6.964286,6.857143,7.857143,7.821429,7.214286,6.392857
2022,information retrieval,11,56,0,8,0,0,low,1,6,135,53.51,10.2,8.34,12.5,10.9,10.26,6.162791,6.0581393,6.77907,6.662791,6.4651165,5.77907
2022,information retrieval,10,46,0,11,0,0,low,0,8,112,42.41,12.4,9.94,14.5,14.5,13.81,6.6875,6.4583335,7.25,7.1666665,6.6875,6.1666665
2022,software engineering,1,8,0,24,0,0,low,0,1,11,36.39,12.6,10.73,14.1,15.1,15.89,6.366667,6.2,7.133333,7.0,6.5666666,5.866667
2019,software engineering,2120,33,0,1381,11,0,high,15,211,40,33.75,13.6,11.09,15.3,15.5,15.03,6.6896553,6.4310346,7.3448277,7.206897,6.775862,6.172414
2020,computer vision and pattern recognition,4068,72,0,3827,1,0,high,82,650,132,45.76,11.1,9.12,13.1,12.7,13.16,5.964286,5.857143,6.75,6.535714,6.107143,5.428571
2022,software engineering,0,27,0,6,0,0,low,0,0,27,41.94,14.6,16.15,16.4,16.7,11.96,6.75,6.625,7.75,7.75,7.0,6.25
2022,software engineering,0,108,0,17,0,0,low,0,0,124,30.7,14.8,13.62,16.9,17.3,15.84,7.8076925,7.5384617,8.461538,8.307693,7.8076925,7.3846154
2022,software engineering,3,11,0,0,0,0,low,0,3,12,42.72,12.3,10.18,14.4,13.0,11.95,5.8541665,5.7291665,6.625,6.375,6.0625,5.5
2022,software engineering,1,13,0,8,0,0,low,0,1,20,45.66,11.1,9.41,13.3,12.9,13.28,6.5833335,6.3333335,7.125,6.9583335,6.6666665,6.1666665
2021,computer vision and pattern recognition,1882,38,0,1505,0,0,high,170,542,96,41.06,10.8,7.34,12.3,12.2,13.56,5.7826085,5.695652,6.5,6.347826,6.0869565,5.4565215
2017,computer vision and pattern recognition,1877,38,0,1619,0,0,high,4,90,66,46.67,10.7,8.85,12.7,11.6,12.35,6.40625,6.21875,6.96875,6.84375,6.5,5.875
2022,computer vision and pattern recognition,1838,47,0,3793,0,0,high,109,1183,68,50.23,9.4,7.64,11.4,10.4,12.34,6.9333334,6.766667,7.6,7.4333334,7.0,6.366667
2022,software engineering,9,17,0,16,0,0,low,0,5,30,39.53,11.4,7.68,14.0,14.2,15.83,6.1944447,6.0740743,6.9722223,6.759259,6.361111,5.851852
2022,software engineering,2,49,0,11,0,0,low,0,2,119,53.21,10.3,8.96,12.6,11.4,11.08,6.244186,6.127907,6.9418607,6.8139534,6.3255816,5.627907
2022,"distributed, parallel and cluster computing",1,5,0,2,0,0,low,0,1,5,54.12,10.0,9.14,13.0,11.6,11.71,7.0,6.861111,7.5555553,7.5555553,7.0833335,6.5555553
2022,internet of things and embedded systems,5,32,59,7,1,0,low,0,5,79,56.15,9.2,8.15,11.7,9.4,10.2,6.4722223,6.3055553,7.1666665,7.0,6.638889,6.1666665
2018,computer vision and pattern recognition,1750,38,0,749,0,0,high,7,72,79,37.2,12.3,9.15,13.8,12.4,12.7,6.352941,6.147059,7.029412,6.9411764,6.470588,5.9117646
2017,software engineering,2094,71,0,918,0,1,high,16,68,110,55.13,9.6,8.42,12.7,12.1,12.29,6.5416665,6.4375,7.2083335,7.0416665,6.6666665,6.2083335
2019,computer vision and pattern recognition,1725,34,0,1908,0,0,high,30,235,58,38.11,12.0,9.25,13.6,13.1,14.32,6.909091,6.6363635,7.5,7.3636365,6.9545455,6.318182
2018,computer vision and pattern recognition,1821,28,0,1764,0,0,high,0,99,29,35.68,12.9,10.39,14.5,14.4,14.56,6.25,6.178571,7.035714,6.892857,6.357143,5.821429
2018,computer vision and pattern recognition,1821,61,0,1355,0,0,high,9,164,99,49.52,9.7,7.81,11.7,10.8,12.05,5.875,5.775,6.7,6.4,6.1,5.5
2018,computer vision and pattern recognition,1808,47,0,824,1,0,high,6,94,99,55.74,9.3,8.75,12.3,11.2,12.12,5.9117646,5.7941175,6.7058825,6.4411764,6.1764708,5.617647
2019,computer vision and pattern recognition,1801,40,0,1688,1,16,high,150,322,68,40.18,13.2,11.64,14.7,15.2,13.76,6.368421,6.1578946,7.1578946,6.9473686,6.368421,5.8157897
2019,software engineering,1254,39,0,972,1,0,high,11,132,73,48.33,12.2,10.93,14.3,13.6,11.2,6.05,5.983333,6.733333,6.65,6.2166667,5.633333
2018,computer vision and pattern recognition,1788,30,0,1943,0,0,high,9,137,66,55.64,9.4,8.76,12.2,10.4,11.08,6.0277777,5.9166665,6.75,6.5277777,6.1666665,5.6944447
2017,computer vision and pattern recognition,1770,63,0,1204,0,0,high,6,123,151,46.88,10.7,8.79,13.0,12.0,12.99,5.9411764,5.9411764,6.8235292,6.5882354,6.2352943,5.617647
2021,internet of things and embedded systems,338,14,0,842,4,0,high,10,91,26,30.8,14.8,12.92,16.2,15.2,13.35,7.3235292,7.117647,8.058824,7.9117646,7.4411764,6.8235292
2020,software engineering,964,36,0,2012,8,2,high,35,134,62,34.56,13.3,12.4,15.2,15.3,15.26,7.5,7.4333334,8.166667,8.166667,7.733333,7.133333
2021,computer vision and pattern recognition,1755,25,0,1326,0,0,high,62,513,52,49.11,9.8,8.19,12.1,11.8,13.85,5.75,5.625,6.55,6.2,5.925,5.4
2021,computer vision and pattern recognition,1753,57,0,2389,0,0,high,66,576,68,49.31,9.7,7.97,12.4,10.4,11.94,6.75,6.59375,7.21875,7.21875,6.78125,6.21875
2022,software engineering,2,13,0,0,0,0,low,0,2,13,56.79,11.0,10.65,13.1,12.4,9.87,6.325,6.2125,7.0125,6.9,6.4375,5.775
2022,software engineering,0,28,0,1,0,0,low,0,0,48,44.34,11.6,10.57,13.8,13.3,13.58,6.7222223,6.611111,7.4444447,7.3055553,6.888889,6.25
2022,software engineering,0,3,0,1,0,0,low,0,0,3,42.11,12.5,11.28,13.8,13.8,12.53,6.7916665,6.5833335,7.5416665,7.4583335,7.0,6.3333335
2022,software engineering,0,16,0,17,0,0,low,0,0,18,32.33,14.2,10.94,15.6,16.6,15.37,6.8333335,6.65,7.45,7.35,7.0,6.4166665
2018,software engineering,852,52,0,1168,1,16,high,64,121,99,43.73,11.9,9.62,13.6,13.1,13.0,6.8157897,6.631579,7.4473686,7.368421,6.868421,6.236842
